PropertyStore FormatID\ID,Description
debda43a-37b3-4383-91e7-4498da2995ab\1,WNET Scope
debda43a-37b3-4383-91e7-4498da2995ab\2,WNET Type
debda43a-37b3-4383-91e7-4498da2995ab\3,WNET DisplayType
debda43a-37b3-4383-91e7-4498da2995ab\4,WNET Usage
debda43a-37b3-4383-91e7-4498da2995ab\5,WNET Local Name
debda43a-37b3-4383-91e7-4498da2995ab\6,WNET Remote Name
debda43a-37b3-4383-91e7-4498da2995ab\7,WNET Comment
debda43a-37b3-4383-91e7-4498da2995ab\8,WNET Provider
DEEB2DB5-0696-4CE0-94FE-A01F77A45FB5\102,Music ArtistSortOverride
DF975FD3-250A-4004-858F-34E29A3E37AA\100,PropGroup Contact
DFB9A04D-362F-4CA3-B30B-0254B17B5B84\100,ParsingBindContext
E08805C8-E395-40DF-80D2-54F0D6C43154\100,Document DocumentID
E1277516-2B5F-4869-89B1-2E585BD38B7A\100,Photo LensModel
E13D8975-81C7-4948-AE3F-37CAE11E8FF7\100,Photo ShutterSpeedDenominator
E1A9A38B-6685-46BD-875E-570DC7AD7320\100,Photo ApertureDenominator
e1ad4953-a752-443c-93bf-80c7525566c2\2,Connected Search Type
e1ad4953-a752-443c-93bf-80c7525566c2\3,Connected Search Rendering Template
e1ad4953-a752-443c-93bf-80c7525566c2\4,Connected Search Fallback Template
e1ad4953-a752-443c-93bf-80c7525566c2\5,Connected Search Telemetry Id
e1ad4953-a752-443c-93bf-80c7525566c2\6,Connected Search Impression Id
e1ad4953-a752-443c-93bf-80c7525566c2\7,Connected Search Is Visibility Tracked
e1ad4953-a752-443c-93bf-80c7525566c2\8,Connected Search Telemetry Data
e1ad4953-a752-443c-93bf-80c7525566c2\9,Connected Search Application Search Scope
e1ad4953-a752-443c-93bf-80c7525566c2\10,Connected Search Parent Id
e1ad4953-a752-443c-93bf-80c7525566c2\11,Connected Search Child Count
e1ad4953-a752-443c-93bf-80c7525566c2\12,Connected Search Top Level Id
e1ad4953-a752-443c-93bf-80c7525566c2\13,Connected Search Is Visible By Default
e1ad4953-a752-443c-93bf-80c7525566c2\14,Connected Search Is Activatable
e1ad4953-a752-443c-93bf-80c7525566c2\15,Connected Search Suggestion Context
e1ad4953-a752-443c-93bf-80c7525566c2\16,Connected Search Region Id
e1ad4953-a752-443c-93bf-80c7525566c2\17,Connected Search Item Source
e1ad4953-a752-443c-93bf-80c7525566c2\18,Connected Search Activation Command
e1ad4953-a752-443c-93bf-80c7525566c2\19,Connected Search Is History Item
e1ad4953-a752-443c-93bf-80c7525566c2\20,Connected Search Is App Available
e1ad4953-a752-443c-93bf-80c7525566c2\21,Connected Search History Title
e1ad4953-a752-443c-93bf-80c7525566c2\22,Connected Search History Description
e1ad4953-a752-443c-93bf-80c7525566c2\23,Connected Search History Glyph
e1ad4953-a752-443c-93bf-80c7525566c2\27,Connected Search Requires Consent
e1ad4953-a752-443c-93bf-80c7525566c2\28,Connected Search Copy Text
e1ad4953-a752-443c-93bf-80c7525566c2\29,Connected Search Add Open In Browser Command
e1ad4953-a752-443c-93bf-80c7525566c2\30,Connected Search Image Url
e1ad4953-a752-443c-93bf-80c7525566c2\31,Connected Search Image Prefetch Stage
e1ad4953-a752-443c-93bf-80c7525566c2\32,Connected Search Is Local Item
E1D4A09E-D758-4CD1-B6EC-34A8B5A73F80\100,Contact BusinessAddressPostalCode
e2d40928-632c-4280-a202-e0c2ad1ea0f4\2,Connected Search Qs Code
e2d40928-632c-4280-a202-e0c2ad1ea0f4\3,Connected Search Jump List
e2d40928-632c-4280-a202-e0c2ad1ea0f4\4,Connected Search Voice Command Examples
e32596b0-1163-4e02-867a-12132db4ba06\2,IE FeedItem Local Id
E3690A87-0FA8-4A2A-9A9F-FCE8827055AC\100,PropGroup Image
E3A7D2C1-80FC-4B40-8F34-30EA111BDC2E\100,PropGroup FileSystem
E4F10A3C-49E6-405D-8288-A23BD4EEAA6C\100,FileExtension
E53D799D-0F3F-466E-B2FF-74634A3CB7A4\100,Contact PrimaryAddressCountry
e5473742-4611-4aaf-9c49-a3417748cbc8\100,Invalid Path Value
E55FC3B0-2B60-4220-918E-B21E8BF16016\100,Identity UniqueID
E6822FEE-8C17-4D62-823C-8E9CFCBD1D5C\100,Audio IsVariableBitRate
e6c3d9ad-7b32-4efe-a167-0a868ffdf3af\100,Game WinSPR Minimum
E6DDCAF7-29C5-4F0A-9A68-D19412EC7090\100,Photo LensManufacturer
e77e90df-6271-4f5b-834f-2dd1f245dda4\2,Storage Provider UI Status
e77e90df-6271-4f5b-834f-2dd1f245dda4\3,Storage Provider State
e77e90df-6271-4f5b-834f-2dd1f245dda4\4,Storage Provider Transfer Progress
E7B33238-6584-4170-A5C0-AC25EFD9DA56\100,PropGroup RecordedTV
E7C3FB29-CAA7-4F47-8C8B-BE59B330D4C5\2,Devices Aep ContainerId
E7C3FB29-CAA7-4F47-8C8B-BE59B330D4C5\3,Devices Aep CanPair
E8309B6E-084C-49B4-B1FC-90A80331B638\100,Photo PeopleNames
e88dcce0-b7b3-11d1-a9f0-00aa0060fa31\2,Zip Folder Encrypted
e88dcce0-b7b3-11d1-a9f0-00aa0060fa31\3,Zip Folder Method
e88dcce0-b7b3-11d1-a9f0-00aa0060fa31\4,Zip Folder Ratio
e88dcce0-b7b3-11d1-a9f0-00aa0060fa31\5,Zip Folder CRC32
e88dcce0-b7b3-11d1-a9f0-00aa0060fa31\6,Zip Folder Compressed Size
E92A2496-223B-4463-A4E3-30EABBA79D80\100,Photo FNumberDenominator
e9641eff-af25-4db7-947b-4128929f8ef5\2,Connected Search Suggestion Detail Text
e9edd392-0b4c-4cf2-82c0-b0d139666245\102,Structured Query Virtual Bcc
e9edd392-0b4c-4cf2-82c0-b0d139666245\103,Structured Query Virtual Cc
e9edd392-0b4c-4cf2-82c0-b0d139666245\104,Structured Query Virtual From
e9edd392-0b4c-4cf2-82c0-b0d139666245\105,Structured Query Virtual To
e9edd392-0b4c-4cf2-82c0-b0d139666245\106,Structured Query Virtual Organizer
e9edd392-0b4c-4cf2-82c0-b0d139666245\107,Structured Query Virtual Required Attendees
e9edd392-0b4c-4cf2-82c0-b0d139666245\108,Structured Query Virtual Optional Attendees
e9edd392-0b4c-4cf2-82c0-b0d139666245\109,Structured Query Virtual Resources
e9edd392-0b4c-4cf2-82c0-b0d139666245\110,Structured Query Virtual Date Created
e9edd392-0b4c-4cf2-82c0-b0d139666245\111,Structured Query Virtual Phone
e9edd392-0b4c-4cf2-82c0-b0d139666245\112,Structured Query Virtual Message Size
e9edd392-0b4c-4cf2-82c0-b0d139666245\113,Structured Query Virtual About
e9edd392-0b4c-4cf2-82c0-b0d139666245\114,Structured Query Virtual Is Read
e9edd392-0b4c-4cf2-82c0-b0d139666245\115,Structured Query Virtual Journal Duration
e9edd392-0b4c-4cf2-82c0-b0d139666245\116,Structured Query Virtual Is Encrypted
e9edd392-0b4c-4cf2-82c0-b0d139666245\117,Structured Query Virtual Type
e9edd392-0b4c-4cf2-82c0-b0d139666245\118,Structured Query Virtual Artist
ea810849-87ff-4b54-abd6-5b71adf466f8\1,Dui Control Resource
EC0B4191-AB0B-4C66-90B6-C6637CDEBBAB\100,Communication PolicyTag
ECF4B6F6-D5A6-433C-BB92-4076650FC890\100,GPS DestLatitudeNumerator
ECF7F4C9-544F-4D6D-9D98-8AD79ADAF453\100,GPS SpeedRef
ED4DF2D3-8695-450B-856F-F5C1C53ACB66\100,GPS DestDistanceRef
ee31306c-fb9b-4d62-8621-3575d972a9f9\1718,Volume BitLocker Requires Admin
EE3D3D8A-5381-4CFA-B13B-AAF66B5F4EC9\100,Photo WhiteBalance
EEC7B761-6F94-41B1-949F-C729720DD13C\12,DeviceInterface PrinterPortName
EF1167EB-CBFC-4341-A568-A7C91A68982C\2,Devices WiFi InterfaceGuid
EF884C5B-2BFE-41BB-AAE5-76EEDF4F9902\100,IsShared
EF884C5B-2BFE-41BB-AAE5-76EEDF4F9902\200,SharedWith
EF884C5B-2BFE-41BB-AAE5-76EEDF4F9902\300,SharingStatus
ef884c5b-2bfe-41bb-aae5-76eedf4f9902\400,Share Scope
F04BEF95-C585-4197-A2B7-DF46FDC9EE6D\100,KindText
F0F7984D-222E-4AD2-82AB-1DD8EA40E57E\300,TitleSortOverride
F1176DFE-7138-4640-8B4C-AE375DC70A6D\100,Contact PrimaryAddressState
F18DEDF3-337F-42C0-9E03-CEE08708A8C3\100,Identity LogonStatusString
F1A24AA7-9CA7-40F6-89EC-97DEF9FFE8DB\100,Contact FileAsName
F1FDB4AF-F78C-466C-BB05-56E92DB0B8EC\103,Music AlbumArtistSortOverride
F21D9941-81F0-471A-ADEE-4E74B49217ED\100,ProviderItemID
F2275480-F782-4291-BD94-F13693513AEC\0,PropList XPDetailsPanel
F23F425C-71A1-4FA8-922F-678EA4A60408\100,IsAttachment
F271C659-7E5E-471F-BA25-7F77B286F836\100,Contact BusinessEmailAddresses
f27abe3a-7111-4dda-8cb2-29222ae23566\2,Connected Search Disambiguation Id
F334115E-DA1B-4509-9B3D-119504DC7ABB\100,Document Contributor
F3713ADA-90E3-4E11-AAE5-FDC17685B9BE\100,PropGroup GPS
f3aecac4-5b8d-436a-ad0c-64ab194fdaf3\100,Fonts Collection Name
f3c9b698-be85-47ce-888f-83874d9abcb4\2,App Contract Pinned
f3c9b698-be85-47ce-888f-83874d9abcb4\3,App Contract Hidden
f3c9b698-be85-47ce-888f-83874d9abcb4\4,App Contract Pinned Order
f3c9b698-be85-47ce-888f-83874d9abcb4\5,App Contract Relevance
f3c9b698-be85-47ce-888f-83874d9abcb4\6,App Contract Category
f3c9b698-be85-47ce-888f-83874d9abcb4\7,App Contract Supported File Types
F3D8F40D-50CB-44A2-9718-40CB9119495D\100,Contact Initials
f50d2f5d-dda0-48d4-8d2b-e83729fb69a4\100,Item Query Condition
F6272D18-CECC-40B1-B26A-3911717AA7BD\100,Calendar Location
F628FD8C-7BA8-465A-A65B-C5AA79263A9E\100,Photo MeteringModeText
F7DB74B4-4287-4103-AFBA-F1B13DCD75CF\100,ItemDate
f8245476-2ec6-44be-b2f7-82ec2537fa2e\100,Condition
f8245476-2ec6-44be-b2f7-82ec2537fa2e\101,Condition Key
F85BF840-A925-4BC2-B0C4-8E36B598679E\100,Photo DigitalZoom
F8D3F6AC-4874-42CB-BE59-AB454B30716A\100,Sensitivity
F8FA7FA3-D12B-4785-8A4E-691A94F7A3E7\100,Contact EmailAddress
FA303353-B659-4052-85E9-BCAC79549B84\100,Photo MakerNote
FA304789-00C7-4D80-904A-1E4DCC7265AA\100,Photo GainControl
FB1DE864-E06D-47F4-82A6-8A0AEF44493C\2,Devices AudioDevice SpeechProcessingSupported
FB3842CD-9E2A-4F83-8FCC-4B0761139AE9\2,DeviceInterface Proximity SupportsNfc
FC6976DB-8349-4970-AE97-B3C5316A08F0\100,Photo Sharpness
FC9F7306-FF8F-4D49-9FB6-3FFE5C0951EC\100,Contact Department
FCAD3D3D-0858-400F-AAA3-2F66CCE2A6BC\100,Photo FlashEnergyNumerator
FCC16823-BAED-4F24-9B32-A0982117F7FA\100,Identity PrimaryEmailAddress
FCEFF153-E839-4CF3-A9E7-EA22832094B8\100,FileOfflineAvailabilityStatus
FCEFF153-E839-4CF3-A9E7-EA22832094B8\101,FolderKind
FCEFF153-E839-4CF3-A9E7-EA22832094B8\103,SyncTransferStatus
FCEFF153-E839-4CF3-A9E7-EA22832094B8\104,TransferPosition
FCEFF153-E839-4CF3-A9E7-EA22832094B8\105,TransferSize
FCEFF153-E839-4CF3-A9E7-EA22832094B8\106,TransferOrder
FCEFF153-E839-4CF3-A9E7-EA22832094B8\107,LastSyncError
FCEFF153-E839-4CF3-A9E7-EA22832094B8\108,StorageProviderId
FCEFF153-E839-4CF3-A9E7-EA22832094B8\109,StorageProviderError
FCEFF153-E839-4CF3-A9E7-EA22832094B8\110,StorageProviderStatus
FCEFF153-E839-4CF3-A9E7-EA22832094B8\111,StorageProviderShareStatuses
FCEFF153-E839-4CF3-A9E7-EA22832094B8\112,StorageProviderFileRemoteUri
FCEFF153-E839-4CF3-A9E7-EA22832094B8\113,CachedFileUpdaterContentIdForStream
FCEFF153-E839-4CF3-A9E7-EA22832094B8\114,CachedFileUpdaterContentIdForConflictResolution
FCEFF153-E839-4CF3-A9E7-EA22832094B8\115,RemoteConflictingFile
fceff153-e839-4cf3-a9e7-ea22832094b8\116,Storage Provider Thumbnail Dimensions
FCEFF153-E839-4CF3-A9E7-EA22832094B8\117,StorageProviderSharingStatus
fceff153-e839-4cf3-a9e7-ea22832094b8\118,Storage Provider Descendant Sharing Status
fceff153-e839-4cf3-a9e7-ea22832094b8\119,Storage Provider Fully Qualified Id
fceff153-e839-4cf3-a9e7-ea22832094b8\120,Storage Provider Custom States
fceff153-e839-4cf3-a9e7-ea22832094b8\121,Item Custom State State List
fceff153-e839-4cf3-a9e7-ea22832094b8\122,Item Custom State Values
fceff153-e839-4cf3-a9e7-ea22832094b8\123,Item Custom State Icon References
fceff153-e839-4cf3-a9e7-ea22832094b8\124,Storage Provider Aggregated Custom States
fceff153-e839-4cf3-a9e7-ea22832094b8\125,Storage Provider Network Connected
fceff153-e839-4cf3-a9e7-ea22832094b8\126,Storage Provider Warning Error State
fceff153-e839-4cf3-a9e7-ea22832094b8\127,Storage Provider Protection Mode
fcfb52aa-c1e5-4cd8-88bc-f80fd7390f20\100,Not User Content
FD122953-FA93-4EF7-92C3-04C946B2F7C8\100,Music DisplayArtist
fd9d9fc7-38ec-436d-8fc6-ec39bad301e6\100,Computer Processor
fd9d9fc7-38ec-436d-8fc6-ec39bad301e6\101,Computer Memory
FDF84370-031A-4ADD-9E91-0D775F1C6605\100,MileageInformation
FE83BB35-4D1A-42E2-916B-06F3E1AF719E\100,Photo FlashModel
fe9e4c12-aacb-4aa3-966d-91a29e6128b5\3,Printer Default
fe9e4c12-aacb-4aa3-966d-91a29e6128b5\4,Printer Location
fe9e4c12-aacb-4aa3-966d-91a29e6128b5\5,Printer Model
fe9e4c12-aacb-4aa3-966d-91a29e6128b5\6,Printer Queue Size
fe9e4c12-aacb-4aa3-966d-91a29e6128b5\7,Printer Status
FEC690B7-5F30-4646-AE47-4CAAFBA884A3\100,Photo ExposureProgramText
fec7952b-4bf0-4c03-b6e1-2796818b7ca9\100,Fonts Version
FF1167EB-CBFC-4341-A568-A7C91A68982C\2,Devices Wwan InterfaceGuid
FF962609-B7D6-4999-862D-95180D529AEA\100,Contact OtherAddressStreet
FFAE9DB7-1C8D-43FF-818C-84403AA3732D\100,SourcePackageFamilyName
1E3EE840-BC2B-476C-8237-2ACD1A839B22\2,System FilterInfo
1E3EE840-BC2B-476C-8237-2ACD1A839B22\3,Kind
1E3EE840-BC2B-476C-8237-2ACD1A839B22\5,System WordWheel
1E3EE840-BC2B-476C-8237-2ACD1A839B22\6,FullText
1E3EE840-BC2B-476C-8237-2ACD1A839B22\7,System ItemsInStack
1E3EE840-BC2B-476C-8237-2ACD1A839B22\8,System ItemId
1E3EE840-BC2B-476C-8237-2ACD1A839B22\9,System DelegationFlags
1E3EE840-BC2B-476C-8237-2ACD1A839B22\10,System ItemSourceCLSID
1E3EE840-BC2B-476C-8237-2ACD1A839B22\11,System DelegateSourceId
1E3EE840-BC2B-476C-8237-2ACD1A839B22\12,System Generic_String
1E3EE840-BC2B-476C-8237-2ACD1A839B22\13,System Generic_Integer
1E3EE840-BC2B-476C-8237-2ACD1A839B22\14,System Generic_DateTime
1E3EE840-BC2B-476C-8237-2ACD1A839B22\15,System Generic_Boolean
1E3EE840-BC2B-476C-8237-2ACD1A839B22\16,System Generic_FloatingPoint
1E3EE840-BC2B-476C-8237-2ACD1A839B22\17,System ResultSourceId
1E3EE840-BC2B-476C-8237-2ACD1A839B22\19,System ChapterId
1E3EE840-BC2B-476C-8237-2ACD1A839B22\20,System ResultType
1E3EE840-BC2B-476C-8237-2ACD1A839B22\23,System WebPreviewUrl
1E3EE840-BC2B-476C-8237-2ACD1A839B22\24,System ThumbnailCacheIdParts
1E3EE840-BC2B-476C-8237-2ACD1A839B22\25,System ItemContext
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\5,DeviceInterface Bluetooth ModelNumber
2DAD1EB7-816D-40D3-9EC3-C9773BE2AADE\100,GPS AltitudeNumerator
2CBAA8F5-D81F-47CA-B17A-F8D822300131\100,DateAcquired
2BDA47DA-08C6-4FE1-80BC-A72FC517C5D0\100,GPS DestDistanceNumerator
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\9,StorageProviderFileHasConflict
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\4,DeviceInterface Bluetooth Manufacturer
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\6,Hardware Manufacturer
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\1,DeviceInterface Bluetooth DeviceAddress
2BE9260A-2012-4742-A555-F41B638B7DCB\2,Devices Notifications NewMessage
C07B4199-E1DF-4493-B1E1-DE5946FB58F8\100,Address Country
9F4C2855-9F79-4B39-A8D0-E1D42DE1D5F3\37,AppUserModel UninstallCommand
9B174B35-40FF-11D2-A27E-00C04FC30871\7 ,Computer DecoratedFreeSpace
F29F85E0-4FF9-1068-AB91-08002B27B3D9\2,Title
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\12,Devices Aep Bluetooth LastSeenTime
26DC287C-6E3D-4BD3-B2B0-6A26BA2E346D\3,StatusBarSelectedItemCount
2425166F-5642-4864-992F-98FD98F294C3\100,IdentityProvider Picture
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\9,Hardware DriverVersion
1D6179A6-A876-4031-B013-3347B2B64DC8\100,Photo FocalPlaneYResolutionDenominator
5CBF2787-48CF-4208-B90E-EE5E5D420294\2 ,Link TargetUrl
22704DA4-C6B2-4A99-8E56-F16DF8C92599\100,GPS VersionID
000214A1-0000-0000-C000-000000000046\9,Status
276D7BB0-5B34-4FB0-AA4B-158ED12A1809\100,Document ClientID
8943B373-388C-4395-B557-BC6DBAFFAFDB\6,Devices AudioDevice Microphone IsFarField
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\8,DeviceInterface Bluetooth ProductId
2598D2FB-5569-4367-95DF-5CD3A177E1A5\100,PropGroup Origin
0C73B141-39D6-4653-A683-CAB291EAF95B\6,Supplemental Album
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\10,Hardware DriverProvider
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\11,Hardware DriverDate
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\2,Hardware Name
8DBC9C86-97A9-4BFF-9BC6-BFE95D3E6DAD\2,Devices Panel PanelId
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\4096,Hardware Status
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\4098,Hardware Image
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\4099,Hardware Function
2B1B801E-C0C1-4987-9EC5-72FA89814787\100,Identity PrimarySid
FCEFF153-E839-4CF3-A9E7-EA22832094B8\128,LastSyncWarning
9B174B35-40FF-11D2-A27E-00C04FC30871\5 ,PercentFull
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\11,DeviceInterface Bluetooth LastConnectedTime
C07B4199-E1DF-4493-B1E1-DE5946FB58F8\101,Address CountryCode
2A785BA9-8D23-4DED-82E6-60A350C86A10\100,Photo Contrast
2579E5D0-1116-4084-BD9A-9B4F7CB4DF5E\100,Audio PeakValue
32CE38B2-2C9A-41B1-9BC5-B3784394AA44\2,EdgeGesture DisableTouchWhenFullscreen
5CBF2787-48CF-4208-B90E-EE5E5D420294\21 ,Link Description
5CBF2787-48CF-4208-B90E-EE5E5D420294\23 ,Link DateVisited
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\6,DeviceInterface Bluetooth VendorIdSource
AECF2FE8-1D00-4FEE-8A6D-A70D719B772B\2,Devices PhoneLineTransportDevice Connected
0774315E-B714-48EC-8DE8-8125C077AC11\2,Devices ChallengeAep
CBF38310-4A17-4310-A1EB-247F0B67593B\9,DeviceInterface Hid VersionNumber
257E44E2-9031-4323-AC38-85C552871B2E\100,Photo ExposureTimeNumerator
2C53C813-FB63-4E22-A1AB-0B331CA1E273\100,RecordedTV NetworkAffiliation
9B174B35-40FF-11D2-A27E-00C04FC30871\10 ,Volume IsRoot
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\5,Hardware DisplayAttribute
7B03B546-FA4F-4A52-A2FE-03D5311E5865\100,Search ExtendedProperties
1CE0D6BC-536C-4600-B0DD-7E0C66B350D5\8,History SelectionCount
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\2,DeviceInterface Bluetooth ServiceGuid
C07B4199-E1DF-4493-B1E1-DE5946FB58F8\102,Address Region
0C73B141-39D6-4653-A683-CAB291EAF95B\7,Supplemental Person
1CE0D6BC-536C-4600-B0DD-7E0C66B350D5\9,History TargetUrlHostName
026E516E-B814-414B-83CD-856D6FEF4822\9,Devices SchematicName
9F4C2855-9F79-4B39-A8D0-E1D42DE1D5F3\31,AppUserModel VisualElementsManifestHintPath
2CA2DAE6-EDDC-407D-BEF1-773942ABFA95\100,GPS MapDatum
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\3,Hardware Icon
FCEFF153-E839-4CF3-A9E7-EA22832094B8\131,ContentUri
2E4B640D-5019-46D8-8881-55414CC5CAA0\100,Media DateEncoded
305BC615-DCA1-44A5-9FD4-10C0BA79412E\100,Photo FocalLengthDenominator
B2F9B9D6-FEC4-4DD5-94D7-8957488C807B\8,StorageProviderFileFlags
293CA35A-09AA-4DD2-B180-1FE245728A52\100,Calendar Duration
8DBC9C86-97A9-4BFF-9BC6-BFE95D3E6DAD\3,Devices Panel PanelGroup
8943B373-388C-4395-B557-BC6DBAFFAFDB\5,Devices AudioDevice Microphone SensitivityInDbfs2
1E81A3F8-A30F-4247-B9EE-1D0368A9425C\2,DataObjectFormat
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\7,DeviceInterface Bluetooth VendorId
0C73B141-39D6-4653-A683-CAB291EAF95B\5,Supplemental Location
FCEFF153-E839-4CF3-A9E7-EA22832094B8\132,ContentId
26DC287C-6E3D-4BD3-B2B0-6A26BA2E346D\2,StatusBarViewItemCount
1F8844E1-24AD-4508-9DFD-5326A415CE02\100,Image CompressedBitsPerPixelDenominator
9F4C2855-9F79-4B39-A8D0-E1D42DE1D5F3\38,AppUserModel SettingsCommand
C07B4199-E1DF-4493-B1E1-DE5946FB58F8\103,Address RegionCode
1E005EE6-BF27-428B-B01C-79676ACD2870\100,Document Division
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\9,DeviceInterface Bluetooth ProductVersion
2BD67D8B-8BEB-48D5-87E0-6CDA3428040A\3,DeviceInterface Bluetooth Flags
C07B4199-E1DF-4493-B1E1-DE5946FB58F8\104,Address Town
1F856A9F-6900-4ABA-9505-2D5F1B4D66CB\100,Message ToDoFlags
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\4100,Hardware ShellAttributes
2804D469-788F-48AA-8570-71B9C187E138\100,PropGroup Audio
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\8,Hardware SerialNumber
0C73B141-39D6-4653-A683-CAB291EAF95B\4,Supplemental Tag
5EAF3EF2-E0CA-4598-BF06-71ED1D9DD953\7,Hardware Model
5CBF2787-48CF-4208-B90E-EE5E5D420294\7 ,History VisitCount
